Taxon,leaf_thickness_um,leaf_thickness_um_SE,Family,Genus,Pathway,Reference,Species
Agrostis capillare,120.0,,Poaceae,Agrostis,C3,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",capillare
Agrostis capillaris,117.62222222222226,6.80496369308445,Poaceae,Agrostis,C3,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",capillaris
Agrostis gigantea,150.0,30.0,Poaceae,Agrostis,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",gigantea
Agrostis mertensii,100.0,,Poaceae,Agrostis,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",mertensii
Agrostis scabra,169.33333333333348,8.46666666666651,Poaceae,Agrostis,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",scabra
Agrostis stolonifera,140.9,10.987315919327663,Poaceae,Agrostis,C3,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",stolonifera
Agrostis tenuis,105.0,25.0,Poaceae,Agrostis,C3,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",tenuis
Agrostis vinealis,133.99999963018368,29.143323624528264,Poaceae,Agrostis,C3,"Kattge, J., W. Knorr, T. Raddatz, and C. Wirth. 2009. Quantifying photosynthetic capacity and its relationship to leaf nitrogen content for global-scale terrestrial biosphere models. Global Change Biology 15:976-991.",vinealis
Aidia genipiflora,199.1,6.2814541840776545,Rubiaceae,Aidia,C3,"Domingues TF, Meir P, Feldpausch TR, et al. (2010) Co-limitation of photosynthetic capacity by nitrogen and phosphorus in West Africa woodlands. Plant, Cell & Environment (33): 959-980.",genipiflora
Aira caryophyllea,80.66666666666667,6.379787678383667,Poaceae,Aira,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",caryophyllea
Ajuga reptans,252.72727272727266,27.582083856414087,Lamiaceae,Ajuga,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",reptans
Albizia ferruginea,162.89999999999998,1.4999999999999998,Fabaceae,Albizia,C3,"Domingues TF, Meir P, Feldpausch TR, et al. (2010) Co-limitation of photosynthetic capacity by nitrogen and phosphorus in West Africa woodlands. Plant, Cell & Environment (33): 959-980.",ferruginea
Albizia julibrissin,124.75,26.846236137247285,Fabaceae,Albizia,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",julibrissin
Alchemilla pinnata,239.16666666666697,,Rosaceae,Alchemilla,C3,"Cornwell, W. K., J. H. C. Cornelissen, K. Amatangelo, E. Dorrepaal, V. T. Eviner, O. Godoy, S. E. Hobbie, B. Hoorens, H. Kurokawa, N. Pérez-Harguindeguy, H. M. Quested, L. S. Santiago, D. A. Wardle, I. J. Wright, R. Aerts, S. D. Allison, P. van Bodegom, V. Brovkin, A. Chatain, T. V. Callaghan, S. Díaz, E. Garnier, D. E. Gurvich, E. Kazakou, J. A. Klein, J. Read, P. B. Reich, N. A. Soudzilovskaia, M. V. Vaieretti, and M. Westoby. 2008. Plant species traits are the predominant control on litter decomposition rates within biomes worldwide. Ecology Letters 11:1065-1071.",pinnata
Alchemilla sericata,149.0,0.0,Rosaceae,Alchemilla,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",sericata
Alchornea costaricensis,162.04545454545453,7.068458465375702,Euphorbiaceae,Alchornea,C3,"Smith, N. G. and Dukes, J. S. (2017), LCE: leaf carbon exchange data set for tropical, temperate, and boreal species of North and Central America. Ecology, 98: 2978. doi:10.1002/ecy.1992",costaricensis
Alchornea latifolia,170.0,0.0,Euphorbiaceae,Alchornea,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",latifolia
Alibertia edulis,163.39285714285714,4.693330651862251,Rubiaceae,Alibertia,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",edulis
Alibertia verrucosa,154.93962295605868,6.567199964787325,Rubiaceae,Alibertia,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",verrucosa
Alliaria petiolata,151.73333333333335,0.8666666666666744,Brassicaceae,Alliaria,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",petiolata
Allium ursinum,236.0,12.083045973594572,Amaryllidaceae,Allium,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",ursinum
Allium vineale,400.0,0.0,Amaryllidaceae,Allium,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",vineale
Alloteropsis semialata,170.0,12.535663410560172,Poaceae,Alloteropsis,C4,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",semialata
Alnus glutinosa,122.40512820512821,7.802696814598089,Betulaceae,Alnus,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",glutinosa
Alnus hirsuta,228.81002087682697,,Betulaceae,Alnus,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",hirsuta
Alnus japonica,220.459290187891,,Betulaceae,Alnus,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",japonica
Alnus viridis,130.0,,Betulaceae,Alnus,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",viridis
Alopecurus arundinaceus,140.0,,Poaceae,Alopecurus,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",arundinaceus
Alopecurus myosuroides,90.0,,Poaceae,Alopecurus,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",myosuroides
Alopecurus pratensis,201.16666666666666,16.991010695201286,Poaceae,Alopecurus,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",pratensis
Alseis blackiana,164.3548387096774,8.094674791012368,Rubiaceae,Alseis,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",blackiana
Amaioua corymbosa,183.6206896551724,2.988150477809406,Rubiaceae,Amaioua,C3,"Lin Y-S, Medlyn BE, Duursma RA, Prentice IC, Wang H, Baig S, Eamus D, De Dios VR, Mitchell P, Ellsworth DS, De Beeck MO, Wallin G, Uddling J, Tarvainen L, Linderson M-L, Cernusak LA, Nippert JB, Ocheltree TW, Tissue DT, Martin-StPaul NK, Rogers A, Warren JM, De Angelis P, Hikosaka K, Han Q, Onoda Y, Gimeno TE, Barton CVM, Bennie J, Bonal D, Bosc A, Löw M, Macinins-Ng C, Rey A, Rowland L, Setterfield SA, Tausz-Posch S, Zaragoza-Castells J, Broadmeadow MSJ, Drake JE, Freeman M, Ghannoum O, Hutley LB, Kelly JW, Kikuzawa K, Kolari P, Koyama K, Limousin J-M, Meir P, Da Costa ACL, Mikkelsen TN, Salinas N, Sun W, Wingate L, (2015) Optimal stomatal behaviour around the world. Nature Climate Change 5(5): 459-464 DOI: 10.1038/NCLIMATE2550",corymbosa
Amaioua guianensis,171.8980388566559,12.472804828755743,Rubiaceae,Amaioua,C3,"Lin Y-S, Medlyn BE, Duursma RA, Prentice IC, Wang H, Baig S, Eamus D, De Dios VR, Mitchell P, Ellsworth DS, De Beeck MO, Wallin G, Uddling J, Tarvainen L, Linderson M-L, Cernusak LA, Nippert JB, Ocheltree TW, Tissue DT, Martin-StPaul NK, Rogers A, Warren JM, De Angelis P, Hikosaka K, Han Q, Onoda Y, Gimeno TE, Barton CVM, Bennie J, Bonal D, Bosc A, Löw M, Macinins-Ng C, Rey A, Rowland L, Setterfield SA, Tausz-Posch S, Zaragoza-Castells J, Broadmeadow MSJ, Drake JE, Freeman M, Ghannoum O, Hutley LB, Kelly JW, Kikuzawa K, Kolari P, Koyama K, Limousin J-M, Meir P, Da Costa ACL, Mikkelsen TN, Salinas N, Sun W, Wingate L, (2015) Optimal stomatal behaviour around the world. Nature Climate Change 5(5): 459-464 DOI: 10.1038/NCLIMATE2550",guianensis
Amaranthus blitoides,260.0,40.0,Amaranthaceae,Amaranthus,C4,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",blitoides
Amaranthus retroflexus,190.0,25.166114784235834,Amaranthaceae,Amaranthus,C4,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",retroflexus
Ambelania acida,312.8043483789417,3.0854313817910657,Apocynaceae,Ambelania,C3,"Lin Y-S, Medlyn BE, Duursma RA, Prentice IC, Wang H, Baig S, Eamus D, De Dios VR, Mitchell P, Ellsworth DS, De Beeck MO, Wallin G, Uddling J, Tarvainen L, Linderson M-L, Cernusak LA, Nippert JB, Ocheltree TW, Tissue DT, Martin-StPaul NK, Rogers A, Warren JM, De Angelis P, Hikosaka K, Han Q, Onoda Y, Gimeno TE, Barton CVM, Bennie J, Bonal D, Bosc A, Löw M, Macinins-Ng C, Rey A, Rowland L, Setterfield SA, Tausz-Posch S, Zaragoza-Castells J, Broadmeadow MSJ, Drake JE, Freeman M, Ghannoum O, Hutley LB, Kelly JW, Kikuzawa K, Kolari P, Koyama K, Limousin J-M, Meir P, Da Costa ACL, Mikkelsen TN, Salinas N, Sun W, Wingate L, (2015) Optimal stomatal behaviour around the world. Nature Climate Change 5(5): 459-464 DOI: 10.1038/NCLIMATE2550",acida
Ambrosia artemisiifolia,200.0,,Asteraceae,Ambrosia,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",artemisiifolia
Ambrosia psilostachya,170.0,,Asteraceae,Ambrosia,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",psilostachya
Amorpha canescens,150.0,,Fabaceae,Amorpha,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",canescens
Ampelocera ruizii,141.90137023429867,8.179683436549709,Ulmaceae,Ampelocera,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",ruizii
Amphirrhox longifolia,179.78888863457567,8.340564203690946,Violaceae,Amphirrhox,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",longifolia
Amyxa pluricornis,230.0,,Thymelaeaceae,Amyxa,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",pluricornis
Anacardium excelsum,211.60683760683764,8.548888906968584,Anacardiaceae,Anacardium,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",excelsum
Anagallis arvensis,182.81967213114754,4.55689642470956,Primulaceae,Anagallis,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",arvensis
Andira inermis,165.546875,8.64503165208925,Fabaceae,Andira,C3,"Smith, N. G. and Dukes, J. S. (2017), LCE: leaf carbon exchange data set for tropical, temperate, and boreal species of North and Central America. Ecology, 98: 2978. doi:10.1002/ecy.1992",inermis
Andromeda polifolia,296.00000000000006,,Ericaceae,Andromeda,C3,"Quested, H. M., J. H. C. Cornelissen, M. C. Press, T. V. Callaghan, R. Aerts, F. Trosien, P. Riemann, D. Gwynn-Jones, A. Kondratchuk, and S. E. Jonasson. 2003. Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites. Ecology 84:3209-3221.",polifolia
Andropogon gayanus,120.0,,Poaceae,Andropogon,C4,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",gayanus
Andropogon gerardii,108.0,3.7416573867739413,Poaceae,Andropogon,C4,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",gerardii
